Order_ID,Order_Date,Customer_ID,City,State,Category,Product,Quantity,Unit_Price_INR,Discount_Rate,Discount_Amount_INR,Shipping_Fee_INR,Net_Sales_INR,Sales_Channel,Payment_Method,Customer_Segment,Order_Status
ORD101858,2025-03-20,CUST10052,Pune,Maharashtra,Home & Kitchen,Coffee Maker,1,12508.0,0.1,1250.8,0,0.0,Marketplace,UPI,New Customer,Cancelled
ORD101979,2025-03-20,CUST10186,Chennai,Tamil Nadu,Beauty,Perfume,2,4461.0,0.1,892.2,0,1623.64,Mobile App,Debit Card,New Customer,Returned
ORD100640,2025-03-21,CUST10436,Lucknow,Uttar Pradesh,Fashion,T-Shirt,1,1850.0,0.05,92.5,79,1836.5,Mobile App,Credit Card,Returning Customer,Delivered
ORD101355,2025-03-21,CUST10160,Hyderabad,Telangana,Electronics,Smartphone,1,9934.0,0.0,0.0,79,10013.0,Marketplace,Cash on Delivery,Returning Customer,Delivered
ORD101994,2025-03-21,CUST10172,Bengaluru,Karnataka,Sports,Football,1,10538.0,0.0,0.0,149,0.0,Mobile App,Net Banking,Returning Customer,Cancelled
ORD100006,2025-03-22,CUST10041,Mumbai,Maharashtra,Home & Kitchen,Air Fryer,1,14328.0,0.05,716.4,149,13760.6,Marketplace,Cash on Delivery,Returning Customer,Delivered
ORD101168,2025-03-22,CUST10600,Chennai,Tamil Nadu,Beauty,Perfume,1,2731.0,0.0,0.0,0,2731.0,Mobile App,UPI,Returning Customer,Delivered
ORD101260,2025-03-22,CUST10021,Jaipur,Rajasthan,Fashion,Jacket,1,5810.0,0.0,0.0,49,468.69,Website,Debit Card,Returning Customer,Returned
ORD101330,2025-03-22,CUST10096,Mumbai,Maharashtra,Electronics,Laptop,2,35967.0,0.0,0.0,149,72083.0,Website,Debit Card,VIP,Delivered
ORD100142,2025-03-23,CUST10007,Pune,Maharashtra,Sports,Yoga Mat,1,8254.0,0.05,412.7,79,7920.3,Website,UPI,New Customer,Delivered
ORD100489,2025-03-23,CUST10062,Bengaluru,Karnataka,Electronics,Tablet,1,6844.0,0.15,1026.6,149,5966.4,Website,UPI,Returning Customer,Delivered
ORD100788,2025-03-23,CUST10422,Hyderabad,Telangana,Sports,Yoga Mat,1,1355.0,0.2,271.0,99,1183.0,Marketplace,Net Banking,Returning Customer,Delivered
ORD100961,2025-03-23,CUST10058,Bengaluru,Karnataka,Sports,Dumbbells,1,5392.0,0.1,539.2,79,4931.8,Website,Credit Card,New Customer,Delivered
ORD101064,2025-03-23,CUST10033,Lucknow,Uttar Pradesh,Sports,Yoga Mat,1,8498.0,0.0,0.0,49,8547.0,Website,Credit Card,Returning Customer,Delivered
ORD101636,2025-03-23,CUST10054,Kochi,Kerala,Electronics,Smartphone,1,9512.0,0.1,951.2,99,8659.8,Website,Credit Card,Returning Customer,Delivered
ORD101658,2025-03-23,CUST10381,Pune,Maharashtra,Beauty,Face Wash,1,2233.0,0.15,334.95,79,1977.05,Marketplace,UPI,VIP,Delivered
ORD101898,2025-03-23,CUST10030,Lucknow,Uttar Pradesh,Fashion,Sneakers,1,6733.0,0.0,0.0,79,0.0,Marketplace,UPI,Returning Customer,Cancelled
ORD100528,2025-03-24,CUST10455,Lucknow,Uttar Pradesh,Fashion,Jeans,1,5996.0,0.15,899.4,99,0.0,Website,Debit Card,Returning Customer,Cancelled
ORD100846,2025-03-24,CUST10587,Indore,Madhya Pradesh,Electronics,Headphones,2,2765.0,0.05,276.5,79,5332.5,Mobile App,Debit Card,Returning Customer,Delivered
ORD101025,2025-03-24,CUST10578,Indore,Madhya Pradesh,Fashion,Jacket,1,4386.0,0.05,219.3,0,4166.7,Website,UPI,New Customer,Delivered
ORD101336,2025-03-24,CUST10340,Kochi,Kerala,Home & Kitchen,Coffee Maker,2,7365.0,0.0,0.0,99,14829.0,Website,Wallet,Returning Customer,Delivered
ORD101465,2025-03-24,CUST10507,Jaipur,Rajasthan,Sports,Yoga Mat,1,3029.0,0.05,151.45,149,3026.55,Mobile App,Credit Card,Returning Customer,Delivered
ORD101971,2025-03-24,CUST10526,Kochi,Kerala,Electronics,Smartwatch,2,21236.0,0.05,2123.6,0,40348.4,Marketplace,Wallet,Returning Customer,Delivered
ORD100198,2025-03-25,CUST10105,Kolkata,West Bengal,Electronics,Smartwatch,2,26693.0,0.0,0.0,79,53465.0,Mobile App,Cash on Delivery,Returning Customer,Delivered
ORD100259,2025-03-25,CUST10073,Kochi,Kerala,Home & Kitchen,Vacuum Cleaner,1,10184.0,0.05,509.2,79,977.12,Mobile App,Debit Card,New Customer,Returned
ORD100472,2025-03-25,CUST10581,Indore,Madhya Pradesh,Sports,Running Shoes,1,4666.0,0.15,699.9,79,4045.1,Marketplace,Credit Card,Returning Customer,Delivered
ORD100722,2025-03-25,CUST10232,Hyderabad,Telangana,Electronics,Smartwatch,1,43247.0,0.15,6487.05,0,36759.95,Website,Credit Card,Returning Customer,Delivered
ORD101443,2025-03-25,CUST10232,Jaipur,Rajasthan,Home & Kitchen,Coffee Maker,1,12731.0,0.15,1909.65,79,10900.35,Mobile App,Wallet,New Customer,Delivered
ORD101209,2025-03-26,CUST10116,Indore,Madhya Pradesh,Beauty,Shampoo,1,2785.0,0.15,417.75,99,408.64,Website,Credit Card,New Customer,Returned
ORD101222,2025-03-26,CUST10261,Kolkata,West Bengal,Beauty,Hair Dryer,2,4541.0,0.0,0.0,0,9082.0,Mobile App,Wallet,Returning Customer,Delivered
ORD100009,2025-03-27,CUST10028,Mumbai,Maharashtra,Electronics,Headphones,2,40846.0,0.0,0.0,0,81692.0,Website,Credit Card,VIP,Delivered
ORD100055,2025-03-27,CUST10394,Ahmedabad,Gujarat,Fashion,T-Shirt,1,1430.0,0.15,214.5,49,1264.5,Mobile App,Credit Card,New Customer,Delivered
ORD100162,2025-03-27,CUST10418,Bengaluru,Karnataka,Beauty,Perfume,2,5080.0,0.15,1524.0,0,8636.0,Mobile App,Debit Card,Returning Customer,Delivered
ORD100277,2025-03-27,CUST10429,Chennai,Tamil Nadu,Fashion,T-Shirt,2,4572.0,0.0,0.0,99,1405.97,Mobile App,UPI,New Customer,Returned
ORD100821,2025-03-27,CUST10006,Delhi,Delhi,Home & Kitchen,Coffee Maker,2,5011.0,0.0,0.0,49,0.0,Website,UPI,New Customer,Cancelled
ORD101412,2025-03-27,CUST10117,Jaipur,Rajasthan,Electronics,Tablet,2,14554.0,0.05,1455.4,0,27652.6,Mobile App,Cash on Delivery,VIP,Delivered
ORD101988,2025-03-27,CUST10063,Kolkata,West Bengal,Electronics,Smartphone,2,10027.0,0.0,0.0,149,20203.0,Website,UPI,New Customer,Delivered
ORD100081,2025-03-28,CUST10168,Kochi,Kerala,Fashion,Jeans,1,1604.0,0.0,0.0,0,1604.0,Website,Debit Card,Returning Customer,Delivered
ORD100153,2025-03-28,CUST10435,Jaipur,Rajasthan,Electronics,Smartwatch,1,3380.0,0.0,0.0,79,0.0,Website,UPI,VIP,Cancelled
ORD100271,2025-03-28,CUST10239,Lucknow,Uttar Pradesh,Fashion,Backpack,2,7785.0,0.1,1557.0,49,1535.41,Mobile App,UPI,Returning Customer,Returned
ORD100468,2025-03-28,CUST10464,Delhi,Delhi,Home & Kitchen,Vacuum Cleaner,1,2325.0,0.0,0.0,99,444.53,Website,Debit Card,Returning Customer,Returned
ORD100632,2025-03-28,CUST10573,Bengaluru,Karnataka,Home & Kitchen,Cookware Set,1,4868.0,0.15,730.2,99,4236.8,Marketplace,UPI,New Customer,Delivered
ORD100930,2025-03-28,CUST10178,Indore,Madhya Pradesh,Electronics,Laptop,2,44170.0,0.0,0.0,49,0.0,Website,Credit Card,Returning Customer,Cancelled
ORD100955,2025-03-28,CUST10035,Hyderabad,Telangana,Sports,Dumbbells,1,6352.0,0.0,0.0,149,6501.0,Mobile App,Credit Card,New Customer,Delivered
ORD101394,2025-03-28,CUST10133,Chennai,Tamil Nadu,Fashion,Jeans,1,1186.0,0.0,0.0,49,1235.0,Mobile App,UPI,New Customer,Delivered
ORD101422,2025-03-28,CUST10096,Delhi,Delhi,Electronics,Smartwatch,1,17030.0,0.0,0.0,79,17109.0,Website,Cash on Delivery,Returning Customer,Delivered
ORD101423,2025-03-28,CUST10562,Jaipur,Rajasthan,Fashion,Jeans,2,7818.0,0.0,0.0,0,0.0,Mobile App,Wallet,New Customer,Cancelled
ORD100379,2025-03-29,CUST10347,Kochi,Kerala,Electronics,Headphones,1,2320.0,0.0,0.0,99,2419.0,Website,Net Banking,Returning Customer,Delivered
ORD100435,2025-03-29,CUST10397,Lucknow,Uttar Pradesh,Fashion,Jeans,1,703.0,0.1,70.3,99,0.0,Mobile App,Cash on Delivery,Returning Customer,Cancelled
ORD101005,2025-03-29,CUST10131,Hyderabad,Telangana,Fashion,Sneakers,1,1466.0,0.0,0.0,0,1466.0,Mobile App,Debit Card,Returning Customer,Delivered
ORD101159,2025-03-29,CUST10301,Chennai,Tamil Nadu,Sports,Football,2,6922.0,0.0,0.0,0,13844.0,Mobile App,UPI,New Customer,Delivered
ORD101116,2025-03-30,CUST10518,Indore,Madhya Pradesh,Sports,Yoga Mat,2,7763.0,0.0,0.0,49,15575.0,Marketplace,Credit Card,Returning Customer,Delivered
ORD101164,2025-03-30,CUST10468,Jaipur,Rajasthan,Beauty,Face Wash,1,4514.0,0.1,451.4,0,4062.6,Marketplace,UPI,Returning Customer,Delivered
ORD101214,2025-03-30,CUST10189,Ahmedabad,Gujarat,Electronics,Smartwatch,1,8215.0,0.05,410.75,149,7953.25,Website,Credit Card,New Customer,Delivered
ORD101654,2025-03-30,CUST10398,Hyderabad,Telangana,Home & Kitchen,Vacuum Cleaner,1,3874.0,0.0,0.0,49,3923.0,Marketplace,Credit Card,Returning Customer,Delivered
ORD100321,2025-03-31,CUST10457,Ahmedabad,Gujarat,Fashion,Jacket,2,6834.0,0.05,683.4,0,12984.6,Website,Net Banking,New Customer,Delivered
ORD100434,2025-03-31,CUST10594,Mumbai,Maharashtra,Electronics,Tablet,1,7282.0,0.1,728.2,149,6702.8,Website,Debit Card,New Customer,Delivered
ORD100475,2025-03-31,CUST10199,Pune,Maharashtra,Electronics,Headphones,1,27790.0,0.15,4168.5,99,23720.5,Website,UPI,VIP,Delivered
ORD100626,2025-03-31,CUST10338,Ahmedabad,Gujarat,Electronics,Smartphone,1,23577.0,0.05,1178.85,0,22398.15,Marketplace,UPI,New Customer,Delivered
ORD100948,2025-03-31,CUST10177,Delhi,Delhi,Home & Kitchen,Mixer,1,12690.0,0.0,0.0,0,12690.0,Mobile App,Cash on Delivery,Returning Customer,Delivered
ORD101174,2025-03-31,CUST10065,Kochi,Kerala,Fashion,Backpack,1,8328.0,0.0,0.0,99,8427.0,Marketplace,UPI,Returning Customer,Delivered
ORD101896,2025-03-31,CUST10136,Indore,Madhya Pradesh,Sports,Yoga Mat,1,4696.0,0.2,939.2,99,3855.8,Website,Net Banking,New Customer,Delivered
ORD101644,2025-04-01,CUST10419,Hyderabad,Telangana,Electronics,Smartwatch,1,61377.0,0.0,0.0,0,61377.0,Website,Net Banking,Returning Customer,Delivered
ORD100098,2025-04-02,CUST10170,Kolkata,West Bengal,Electronics,Headphones,2,56467.0,0.1,11293.4,99,101739.6,Website,Net Banking,New Customer,Delivered
ORD100544,2025-04-02,CUST10438,Kochi,Kerala,Electronics,Smartphone,1,43515.0,0.0,0.0,149,0.0,Website,UPI,Returning Customer,Cancelled
ORD101230,2025-04-02,CUST10093,Kolkata,West Bengal,Beauty,Moisturizer,1,4032.0,0.0,0.0,0,4032.0,Website,UPI,New Customer,Delivered
ORD101565,2025-04-02,CUST10530,Pune,Maharashtra,Fashion,Backpack,1,6353.0,0.0,0.0,0,6353.0,Website,Net Banking,New Customer,Delivered
ORD101710,2025-04-02,CUST10549,Bengaluru,Karnataka,Home & Kitchen,Coffee Maker,1,11103.0,0.0,0.0,0,11103.0,Marketplace,Credit Card,New Customer,Delivered
ORD100051,2025-04-03,CUST10534,Indore,Madhya Pradesh,Home & Kitchen,Air Fryer,3,11034.0,0.0,0.0,99,33201.0,Website,UPI,Returning Customer,Delivered
ORD100106,2025-04-03,CUST10349,Jaipur,Rajasthan,Electronics,Smartphone,2,50270.0,0.15,15081.0,79,85538.0,Website,UPI,VIP,Delivered
ORD100238,2025-04-03,CUST10255,Pune,Maharashtra,Sports,Yoga Mat,1,639.0,0.0,0.0,49,688.0,Mobile App,UPI,New Customer,Delivered
ORD100367,2025-04-03,CUST10085,Delhi,Delhi,Fashion,T-Shirt,1,2276.0,0.2,455.2,49,1869.8,Website,Wallet,Returning Customer,Delivered
ORD100477,2025-04-03,CUST10505,Kolkata,West Bengal,Electronics,Smartphone,1,3851.0,0.05,192.55,99,3757.45,Website,Debit Card,New Customer,Delivered
ORD100683,2025-04-03,CUST10464,Lucknow,Uttar Pradesh,Fashion,Jeans,3,3509.0,0.1,1052.7,79,9553.3,Mobile App,Credit Card,New Customer,Delivered
ORD101498,2025-04-03,CUST10323,Jaipur,Rajasthan,Fashion,Jacket,1,7730.0,0.0,0.0,149,669.84,Mobile App,Debit Card,New Customer,Returned
ORD101517,2025-04-03,CUST10182,Mumbai,Maharashtra,Home & Kitchen,Air Fryer,1,4141.0,0.15,621.15,49,3568.85,Marketplace,UPI,New Customer,Delivered
ORD101532,2025-04-03,CUST10353,Jaipur,Rajasthan,Home & Kitchen,Coffee Maker,1,3375.0,0.15,506.25,49,2917.75,Website,Debit Card,Returning Customer,Delivered
ORD101780,2025-04-03,CUST10179,Ahmedabad,Gujarat,Home & Kitchen,Vacuum Cleaner,2,7537.0,0.15,2261.1,0,12812.9,Website,UPI,New Customer,Delivered
ORD100596,2025-04-04,CUST10345,Pune,Maharashtra,Home & Kitchen,Mixer,1,14546.0,0.0,0.0,99,14645.0,Marketplace,Credit Card,Returning Customer,Delivered
ORD100860,2025-04-04,CUST10039,Pune,Maharashtra,Electronics,Tablet,1,4869.0,0.1,486.9,49,866.36,Mobile App,UPI,VIP,Returned
ORD100874,2025-04-04,CUST10270,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,1,15017.0,0.2,3003.4,99,2852.33,Mobile App,Credit Card,New Customer,Returned
ORD101452,2025-04-04,CUST10214,Mumbai,Maharashtra,Electronics,Laptop,1,50867.0,0.15,7630.05,149,43385.95,Website,Credit Card,Returning Customer,Delivered
ORD101841,2025-04-04,CUST10052,Bengaluru,Karnataka,Electronics,Tablet,1,19320.0,0.15,2898.0,99,2109.83,Website,UPI,New Customer,Returned
ORD100523,2025-04-05,CUST10399,Indore,Madhya Pradesh,Electronics,Smartphone,1,34587.0,0.05,1729.35,0,0.0,Mobile App,UPI,New Customer,Cancelled
ORD100647,2025-04-05,CUST10069,Hyderabad,Telangana,Beauty,Perfume,1,3943.0,0.0,0.0,79,0.0,Mobile App,Credit Card,New Customer,Cancelled
ORD100690,2025-04-05,CUST10318,Chennai,Tamil Nadu,Sports,Yoga Mat,1,11284.0,0.0,0.0,0,11284.0,Mobile App,UPI,Returning Customer,Delivered
ORD100752,2025-04-05,CUST10021,Delhi,Delhi,Electronics,Smartwatch,2,19874.0,0.05,1987.4,49,9015.58,Marketplace,Credit Card,VIP,Returned
ORD101037,2025-04-05,CUST10587,Lucknow,Uttar Pradesh,Fashion,Jeans,1,3236.0,0.0,0.0,79,3315.0,Marketplace,Debit Card,New Customer,Delivered
ORD101523,2025-04-05,CUST10353,Kochi,Kerala,Home & Kitchen,Coffee Maker,1,16456.0,0.15,2468.4,49,14036.6,Website,Credit Card,New Customer,Delivered
ORD100076,2025-04-06,CUST10165,Mumbai,Maharashtra,Fashion,Jeans,3,5587.0,0.15,2514.15,149,14395.85,Website,Credit Card,New Customer,Delivered
ORD100090,2025-04-06,CUST10318,Delhi,Delhi,Sports,Football,2,11976.0,0.0,0.0,79,0.0,Mobile App,Debit Card,VIP,Cancelled
ORD100115,2025-04-06,CUST10295,Jaipur,Rajasthan,Sports,Yoga Mat,1,838.0,0.0,0.0,79,917.0,Website,Debit Card,VIP,Delivered
ORD100633,2025-04-06,CUST10132,Delhi,Delhi,Home & Kitchen,Vacuum Cleaner,1,1770.0,0.15,265.5,0,1504.5,Marketplace,UPI,New Customer,Delivered
ORD100760,2025-04-06,CUST10132,Kochi,Kerala,Home & Kitchen,Air Fryer,2,10785.0,0.0,0.0,0,0.0,Mobile App,UPI,Returning Customer,Cancelled
ORD100787,2025-04-06,CUST10008,Pune,Maharashtra,Electronics,Tablet,1,24353.0,0.05,1217.65,0,23135.35,Mobile App,Net Banking,New Customer,Delivered
ORD101242,2025-04-06,CUST10277,Kolkata,West Bengal,Home & Kitchen,Coffee Maker,2,15705.0,0.0,0.0,99,0.0,Marketplace,UPI,Returning Customer,Cancelled
ORD101053,2025-04-07,CUST10123,Bengaluru,Karnataka,Home & Kitchen,Vacuum Cleaner,1,7935.0,0.0,0.0,0,0.0,Marketplace,Net Banking,New Customer,Cancelled
ORD101501,2025-04-07,CUST10124,Jaipur,Rajasthan,Home & Kitchen,Air Fryer,1,16337.0,0.2,3267.4,49,13118.6,Website,Credit Card,Returning Customer,Delivered
ORD100258,2025-04-08,CUST10439,Lucknow,Uttar Pradesh,Electronics,Headphones,1,17967.0,0.0,0.0,79,1421.82,Website,UPI,VIP,Returned
ORD100405,2025-04-08,CUST10207,Lucknow,Uttar Pradesh,Home & Kitchen,Mixer,2,6438.0,0.1,1287.6,149,1339.01,Mobile App,UPI,Returning Customer,Returned
ORD101266,2025-04-08,CUST10010,Jaipur,Rajasthan,Fashion,Backpack,2,1259.0,0.15,377.7,0,383.47,Website,Debit Card,VIP,Returned
ORD100045,2025-04-09,CUST10437,Chennai,Tamil Nadu,Beauty,Shampoo,1,329.0,0.0,0.0,79,0.0,Mobile App,Net Banking,Returning Customer,Cancelled
ORD101398,2025-04-09,CUST10592,Kolkata,West Bengal,Fashion,Jacket,3,6463.0,0.0,0.0,0,3621.79,Website,Debit Card,New Customer,Returned
ORD101891,2025-04-09,CUST10107,Mumbai,Maharashtra,Fashion,Jeans,1,4012.0,0.0,0.0,99,522.77,Website,UPI,New Customer,Returned
ORD100326,2025-04-10,CUST10145,Jaipur,Rajasthan,Electronics,Headphones,1,61154.0,0.0,0.0,0,0.0,Marketplace,Wallet,Returning Customer,Cancelled
ORD100390,2025-04-10,CUST10584,Pune,Maharashtra,Electronics,Headphones,1,22513.0,0.0,0.0,49,22562.0,Website,Debit Card,Returning Customer,Delivered
ORD100759,2025-04-10,CUST10217,Kochi,Kerala,Home & Kitchen,Mixer,1,12529.0,0.0,0.0,0,12529.0,Mobile App,Credit Card,Returning Customer,Delivered
ORD100790,2025-04-10,CUST10218,Indore,Madhya Pradesh,Electronics,Headphones,2,21576.0,0.0,0.0,49,43201.0,Website,Cash on Delivery,New Customer,Delivered
ORD101142,2025-04-10,CUST10089,Chennai,Tamil Nadu,Sports,Yoga Mat,1,10554.0,0.0,0.0,0,2459.61,Website,UPI,Returning Customer,Returned
ORD101208,2025-04-10,CUST10164,Mumbai,Maharashtra,Electronics,Smartwatch,1,3066.0,0.0,0.0,99,0.0,Marketplace,Cash on Delivery,New Customer,Cancelled
ORD101375,2025-04-10,CUST10110,Indore,Madhya Pradesh,Sports,Running Shoes,1,11803.0,0.0,0.0,99,11902.0,Mobile App,UPI,New Customer,Delivered
ORD100012,2025-04-11,CUST10225,Jaipur,Rajasthan,Fashion,Sneakers,1,717.0,0.05,35.85,49,41.33,Mobile App,Debit Card,Returning Customer,Returned
ORD100239,2025-04-11,CUST10265,Pune,Maharashtra,Beauty,Moisturizer,1,2566.0,0.15,384.9,0,2181.1,Website,Wallet,VIP,Delivered
ORD101577,2025-04-11,CUST10333,Kochi,Kerala,Electronics,Headphones,1,23395.0,0.0,0.0,79,4835.1,Marketplace,UPI,New Customer,Returned
ORD101852,2025-04-11,CUST10163,Indore,Madhya Pradesh,Fashion,T-Shirt,2,8270.0,0.0,0.0,49,16589.0,Mobile App,Credit Card,New Customer,Delivered
ORD101854,2025-04-11,CUST10242,Bengaluru,Karnataka,Home & Kitchen,Air Fryer,2,17663.0,0.1,3532.6,49,31842.4,Mobile App,Credit Card,VIP,Delivered
ORD100227,2025-04-12,CUST10387,Hyderabad,Telangana,Beauty,Hair Dryer,1,361.0,0.0,0.0,49,410.0,Website,Credit Card,Returning Customer,Delivered
ORD101107,2025-04-12,CUST10506,Jaipur,Rajasthan,Fashion,Jeans,2,8738.0,0.0,0.0,0,0.0,Website,Credit Card,Returning Customer,Cancelled
ORD101761,2025-04-12,CUST10089,Kochi,Kerala,Home & Kitchen,Vacuum Cleaner,2,16031.0,0.05,1603.1,149,0.0,Website,UPI,Returning Customer,Cancelled
ORD100048,2025-04-13,CUST10435,Indore,Madhya Pradesh,Fashion,Jeans,1,525.0,0.0,0.0,49,92.39,Marketplace,Credit Card,Returning Customer,Returned
ORD100088,2025-04-13,CUST10131,Delhi,Delhi,Electronics,Headphones,1,39040.0,0.0,0.0,0,39040.0,Mobile App,Credit Card,Returning Customer,Delivered
ORD100311,2025-04-13,CUST10424,Indore,Madhya Pradesh,Electronics,Headphones,1,50389.0,0.0,0.0,79,0.0,Marketplace,Credit Card,New Customer,Cancelled
ORD100516,2025-04-13,CUST10026,Pune,Maharashtra,Electronics,Smartwatch,1,36948.0,0.0,0.0,79,0.0,Marketplace,Debit Card,New Customer,Cancelled
ORD100598,2025-04-13,CUST10403,Jaipur,Rajasthan,Sports,Yoga Mat,1,9299.0,0.0,0.0,49,9348.0,Website,Debit Card,Returning Customer,Delivered
ORD101267,2025-04-13,CUST10491,Lucknow,Uttar Pradesh,Electronics,Smartwatch,2,15562.0,0.0,0.0,0,31124.0,Marketplace,UPI,Returning Customer,Delivered
ORD101496,2025-04-13,CUST10303,Kolkata,West Bengal,Electronics,Headphones,1,53177.0,0.1,5317.7,99,47958.3,Website,Debit Card,Returning Customer,Delivered
ORD101613,2025-04-13,CUST10437,Jaipur,Rajasthan,Sports,Cricket Bat,1,1948.0,0.0,0.0,0,0.0,Mobile App,Net Banking,New Customer,Cancelled
ORD101674,2025-04-13,CUST10420,Lucknow,Uttar Pradesh,Electronics,Headphones,1,23568.0,0.0,0.0,0,23568.0,Website,Credit Card,New Customer,Delivered
ORD100064,2025-04-14,CUST10554,Hyderabad,Telangana,Home & Kitchen,Cookware Set,1,10000.0,0.0,0.0,0,10000.0,Website,Cash on Delivery,Returning Customer,Delivered
ORD100161,2025-04-14,CUST10302,Jaipur,Rajasthan,Beauty,Moisturizer,1,5309.0,0.1,530.9,0,0.0,Mobile App,UPI,New Customer,Cancelled
ORD100411,2025-04-15,CUST10226,Indore,Madhya Pradesh,Sports,Yoga Mat,1,4108.0,0.05,205.4,49,3951.6,Mobile App,Debit Card,New Customer,Delivered
ORD100571,2025-04-15,CUST10582,Indore,Madhya Pradesh,Electronics,Smartphone,1,59545.0,0.0,0.0,0,59545.0,Website,Wallet,Returning Customer,Delivered
ORD100671,2025-04-15,CUST10494,Pune,Maharashtra,Sports,Yoga Mat,1,2169.0,0.15,325.35,149,1992.65,Mobile App,Debit Card,New Customer,Delivered
ORD100929,2025-04-15,CUST10313,Chennai,Tamil Nadu,Beauty,Perfume,2,4592.0,0.1,918.4,49,1393.7,Website,Debit Card,New Customer,Returned
ORD101976,2025-04-15,CUST10340,Kolkata,West Bengal,Electronics,Tablet,1,57566.0,0.0,0.0,49,57615.0,Mobile App,Credit Card,Returning Customer,Delivered
ORD100049,2025-04-16,CUST10508,Ahmedabad,Gujarat,Beauty,Perfume,2,5710.0,0.0,0.0,149,11569.0,Website,UPI,Returning Customer,Delivered
ORD100301,2025-04-16,CUST10371,Chennai,Tamil Nadu,Sports,Yoga Mat,1,4684.0,0.0,0.0,0,4684.0,Marketplace,Debit Card,New Customer,Delivered
ORD100343,2025-04-16,CUST10296,Hyderabad,Telangana,Electronics,Smartwatch,2,39439.0,0.05,3943.9,0,74934.1,Website,Wallet,New Customer,Delivered
ORD100401,2025-04-16,CUST10472,Kochi,Kerala,Home & Kitchen,Mixer,1,1123.0,0.2,224.6,0,898.4,Website,Credit Card,Returning Customer,Delivered
ORD100493,2025-04-16,CUST10286,Lucknow,Uttar Pradesh,Home & Kitchen,Coffee Maker,1,13308.0,0.0,0.0,49,0.0,Website,Credit Card,Returning Customer,Cancelled
ORD100792,2025-04-16,CUST10204,Hyderabad,Telangana,Fashion,Jeans,1,7115.0,0.0,0.0,0,0.0,Website,UPI,Returning Customer,Cancelled
ORD101126,2025-04-16,CUST10518,Kolkata,West Bengal,Fashion,Sneakers,2,3983.0,0.1,796.6,99,0.0,Website,Cash on Delivery,New Customer,Cancelled
ORD101511,2025-04-16,CUST10013,Jaipur,Rajasthan,Beauty,Moisturizer,1,3559.0,0.0,0.0,0,3559.0,Mobile App,UPI,Returning Customer,Delivered
ORD101776,2025-04-16,CUST10306,Chennai,Tamil Nadu,Home & Kitchen,Mixer,2,3356.0,0.0,0.0,149,0.0,Website,UPI,Returning Customer,Cancelled
ORD101851,2025-04-16,CUST10268,Lucknow,Uttar Pradesh,Fashion,Backpack,1,8028.0,0.0,0.0,0,8028.0,Marketplace,Wallet,Returning Customer,Delivered
ORD100267,2025-04-17,CUST10185,Kochi,Kerala,Home & Kitchen,Cookware Set,2,1620.0,0.15,486.0,0,2754.0,Website,Debit Card,New Customer,Delivered
ORD100897,2025-04-17,CUST10345,Hyderabad,Telangana,Electronics,Tablet,2,26240.0,0.0,0.0,149,52629.0,Mobile App,UPI,New Customer,Delivered
ORD101582,2025-04-17,CUST10559,Bengaluru,Karnataka,Beauty,Hair Dryer,1,4538.0,0.0,0.0,79,4617.0,Marketplace,UPI,New Customer,Delivered
ORD100085,2025-04-18,CUST10017,Hyderabad,Telangana,Electronics,Laptop,1,18199.0,0.05,909.95,49,17338.05,Marketplace,Credit Card,New Customer,Delivered
ORD100849,2025-04-18,CUST10419,Jaipur,Rajasthan,Sports,Football,1,3945.0,0.05,197.25,49,366.11,Website,Debit Card,VIP,Returned
ORD100913,2025-04-18,CUST10439,Mumbai,Maharashtra,Fashion,Jacket,1,5039.0,0.1,503.9,0,4535.1,Mobile App,Cash on Delivery,Returning Customer,Delivered
ORD100975,2025-04-18,CUST10327,Bengaluru,Karnataka,Electronics,Laptop,1,38901.0,0.1,3890.1,99,35109.9,Marketplace,Credit Card,Returning Customer,Delivered
ORD101458,2025-04-18,CUST10235,Delhi,Delhi,Fashion,T-Shirt,1,6407.0,0.0,0.0,0,6407.0,Website,Net Banking,Returning Customer,Delivered
ORD101853,2025-04-18,CUST10453,Pune,Maharashtra,Home & Kitchen,Air Fryer,1,13484.0,0.1,1348.4,49,2802.34,Mobile App,Cash on Delivery,VIP,Returned
ORD101957,2025-04-18,CUST10332,Jaipur,Rajasthan,Fashion,Sneakers,1,4341.0,0.1,434.1,49,3955.9,Marketplace,Wallet,New Customer,Delivered
ORD101961,2025-04-18,CUST10076,Mumbai,Maharashtra,Home & Kitchen,Air Fryer,1,10769.0,0.1,1076.9,79,9771.1,Website,Debit Card,Returning Customer,Delivered
ORD100036,2025-04-19,CUST10215,Ahmedabad,Gujarat,Beauty,Face Wash,2,5852.0,0.2,2340.8,0,9363.2,Mobile App,Net Banking,VIP,Delivered
ORD100751,2025-04-19,CUST10376,Jaipur,Rajasthan,Home & Kitchen,Coffee Maker,1,1098.0,0.0,0.0,99,1197.0,Mobile App,Net Banking,New Customer,Delivered
ORD100127,2025-04-20,CUST10454,Mumbai,Maharashtra,Electronics,Headphones,1,49526.0,0.05,2476.3,49,47098.7,Marketplace,Cash on Delivery,New Customer,Delivered
ORD100187,2025-04-20,CUST10375,Mumbai,Maharashtra,Sports,Running Shoes,2,9171.0,0.15,2751.3,0,3045.4,Mobile App,Debit Card,Returning Customer,Returned
